Sim	LOG10_THETA	H_1	S_1	prS_1	D_1	FS_1	Pi_1
42150	-1.29036	1	4409	4409	-1.64512	1.26162	755.5
42151	-3.50092	0.847368	27	27	0.0646225	2.34213	7.73684
42152	-1.33586	1	2233	2233	0.246715	1.12009	666.442
42153	-3.44975	0.821053	17	17	0.573397	0.265206	5.52632
42154	-3.93669	0.684211	8	8	0.846109	0.717841	2.82105
42155	-1.79479	1	839	839	-1.04214	-0.592317	177.626
42156	-1.81001	0.994737	1046	1046	-0.563532	1.68705	255.174
42157	-1.71572	1	1073	1073	-0.382724	0.0354567	274.816
42158	-2.57946	0.984211	245	245	0.74454	1.88084	81.4158
42159	-3.69752	0.836842	13	13	0.634501	2.11345	4.30526
42160	-3.12273	0.957895	43	43	0.0366745	-1.05618	12.2316
42161	-1.84389	0.994737	602	602	-0.0665857	0.917366	166.984
42162	-1.30652	1	7357	7357	1.93135	2.73932	3028.05
42163	-3.60097	0.921053	20	20	0.510474	-0.0510173	6.39474
42164	-3.54379	0.926316	29	29	-1.13093	-2.05543	5.81053
42165	-2.87518	0.984211	53	53	0.209704	-3.09945	15.7158
42166	-2.67205	0.968421	122	122	0.425591	1.72509	37.9368
42167	-1.59078	1	2009	2009	0.245522	0.9988	599.432
42168	-1.25373	1	2547	2547	0.637055	1.36238	826.963
42169	-1.0745	1	4721	4721	-0.667573	1.69334	1118.99
42170	-3.70748	0.705263	15	15	0.816172	2.82657	5.16316
42171	-3.27885	0.868421	43	43	-0.596983	2.5301	10.3105
42172	-1.29389	1	3294	3294	-0.321274	1.40239	857.374
42173	-3.80711	0.647368	16	16	-1.80824	-1.69242	2.31579
42174	-1.53992	1	1004	1004	-0.108865	0.0394915	275.642
42175	-3.77412	0.778947	13	13	-0.480468	0.183784	3.17895
42176	-3.10204	0.894737	28	28	-0.716975	-0.026787	6.44211
42177	-3.09755	0.894737	84	84	0.2159	4.45812	24.9263
42178	-2.22047	1	279	279	-0.603484	-2.50778	67.2474
42179	-3.4918	0.936842	41	41	1.13763	1.20349	14.8526
42180	-1.49902	1	1081	1081	-0.607082	-0.0367534	260.547
42181	-1.62464	1	2150	2150	0.0381425	1.0218	611.532
42182	-1.66446	0.994737	1006	1006	-1.48868	1.08275	182.784
42183	-1.60653	0.994737	1442	1442	-0.671864	2.21276	341.305
42184	-1.93965	0.984211	1219	1219	-0.65181	5.85234	290.153
42185	-1.51375	1	1338	1338	1.40535	0.795486	503.605
42186	-1.82287	1	1530	1530	1.09375	0.885728	543.784
42187	-3.18676	0.957895	50	50	-1.20791	-2.83215	9.86316
42188	-1.88915	1	736	736	0.511422	-0.192924	232.805
42189	-3.2321	0.857895	33	33	-0.116726	1.9884	9.02632
42190	-2.14151	0.994737	1023	1023	1.46013	2.44968	388.863
42191	-1.11419	1	3353	3353	-1.36116	1.0712	638.463
42192	-2.76579	0.989474	206	206	1.63125	0.703254	80.8684
42193	-2.93491	0.978947	115	115	-1.69156	-1.29718	19.1053
42194	-2.60442	0.957895	295	295	-0.951026	3.61183	64.1737
42195	-3.15943	0.973684	36	36	-0.676105	-4.8757	8.41579
42196	-2.33029	0.978947	403	403	-1.67677	1.39106	67.9737
42197	-2.97174	0.942105	88	88	0.254805	3.49683	26.3474
42198	-2.10575	0.994737	632	632	1.17258	1.48429	228.074
42199	-2.77649	0.942105	136	136	1.08257	5.15688	48.3789
42200	-2.97751	0.968421	95	95	-0.553928	0.17918	23.1632
42201	-1.77653	1	1089	1089	-0.196872	0.118752	292.532
42202	-1.03591	1	5317	5317	0.411688	2.1048	1645.74
42203	-2.14384	0.989474	376	376	-0.59541	0.971377	90.8632
42204	-2.805	0.963158	68	68	-0.0231852	0.394065	19.0579
42205	-2.7959	0.968421	72	72	-1.00922	-1.15256	15.2684
42206	-2.62762	0.978947	117	117	-1.57577	-2.07869	20.3684
42207	-2.41047	0.989474	223	223	0.432379	0.348039	69.3947
42208	-2.84952	0.952632	71	71	0.056325	1.44287	20.2895
42209	-2.47947	0.989474	186	186	-1.18344	-1.2131	37.4737
42210	-1.76041	1	716	716	-0.334905	-0.524303	185.668
42211	-2.07028	1	510	510	0.811989	-0.645411	171.679
42212	-2.87156	0.963158	64	64	-0.198466	0.0585952	17.1579
42213	-1.79431	1	1047	1047	-1.32635	-0.400167	201.679
42214	-2.48419	0.989474	187	187	0.844034	0.136305	63.4316
42215	-3.72086	0.7	11	11	0.679651	2.67439	3.69474
42216	-2.46811	0.984211	204	204	-1.47168	-0.220961	37.1263
42217	-1.77982	1	863	863	-0.186828	-0.195383	232.4
42218	-1.7413	1	1491	1491	-0.465412	0.43292	373.605
42219	-1.56341	0.994737	1690	1690	0.0575624	2.84554	482.9
42220	-3.84584	0.831579	11	11	0.0896579	0.183784	3.17895
42221	-3.74138	0.889474	21	21	0.61533	0.992102	6.87368
42222	-1.96421	1	680	680	-0.808852	-0.813135	154.621
42223	-3.33668	0.921053	29	29	0.53864	1.21506	9.3
42224	-1.35386	1	3162	3162	-0.00551502	1.44373	890.1
42225	-1.34235	1	2011	2011	-0.69997	0.718983	472.221
42226	-3.27456	0.915789	38	38	0.208731	1.0649	11.2737
42227	-3.70833	0.942105	19	19	-0.448035	-2.92275	4.72105
42228	-2.0659	1	1072	1072	1.00596	0.436644	374.721
42229	-1.18439	1	4787	4787	1.0538	2.13164	1688.18
42230	-3.6639	0.678947	18	18	-0.23414	3.74259	4.75789
42231	-3.56475	0.831579	15	15	-0.571129	-1.15073	3.57368
42232	-1.55634	1	1618	1618	-0.656052	0.469353	384.695
42233	-1.25824	1	3467	3467	-0.336344	1.45456	898.895
42234	-3.80298	0.784211	6	6	0.690948	0.768404	2.05789
42235	-1.75537	1	1373	1373	0.661003	0.655871	448.042
42236	-2.04535	1	479	479	0.374506	-0.895478	147.116
42237	-3.18546	0.947368	47	47	-0.232968	-0.987275	12.4789
42238	-1.57321	0.994737	2233	2233	-1.04711	2.80467	472.263
42239	-2.80212	0.984211	180	180	-1.13967	-0.245639	36.7947
42240	-3.91384	0.663158	5	5	-0.900163	-1.12812	0.994737
42241	-3.67428	0.910526	16	16	-0.910374	-2.24324	3.40526
42242	-3.11767	0.978947	56	56	-0.65105	-2.66057	13.2421
42243	-2.19624	0.989474	441	441	0.57713	1.99644	141.479
42244	-2.27357	0.989474	348	348	-0.293717	0.979479	91.1842
42245	-1.88364	0.994737	348	348	-0.515758	-0.367149	85.9632
42246	-3.54402	0.757895	22	22	-0.63481	-0.75045	5.17368
42247	-1.91837	0.989474	879	879	-1.47164	2.29801	160.689
42248	-3.49034	0.9	15	15	-0.166882	-1.60824	4.03684
42249	-3.89116	0.736842	8	8	-0.0192086	0.0515655	2.24211
42250	-2.73844	0.957895	104	104	0.149309	2.98532	30.3789
42251	-2.01772	0.994737	793	793	0.0514262	1.46992	226.268
42252	-2.07816	0.994737	566	566	-1.39903	0.0607012	106.163
42253	-2.57281	0.984211	148	148	-0.245911	-1.08398	39.2368
42254	-1.87726	0.994737	631	631	-0.472064	0.813124	157.789
42255	-1.02028	1	4426	4426	-0.186528	1.76156	1192.09
42256	-1.67304	1	1040	1040	0.09872	0.152214	300.053
42257	-2.01039	0.984211	1059	1059	1.30305	6.91393	391.347
42258	-3.25281	0.905263	36	36	0.195259	0.0777	10.6474
42259	-3.21288	0.915789	30	30	-0.204092	-0.0864449	8.01579
42260	-2.76986	0.989474	127	127	-0.958996	-2.17504	27.4789
42261	-3.65985	0.878947	19	19	-1.48497	-2.42289	3.25263
42262	-1.36038	1	3562	3562	1.21489	1.85016	1294.76
42263	-2.01197	1	439	439	-0.341071	-1.35414	113.637
42264	-3.40931	0.931579	70	70	0.444359	3.79561	21.8842
42265	-1.94051	0.989474	951	951	-1.07521	2.81781	199.242
42266	-1.1981	1	4050	4050	-0.103832	1.68785	1113.32
42267	-1.63477	1	1348	1348	-1.0853	0.0679863	281.568
42268	-2.17465	0.984211	477	477	-0.195938	1.76474	128.147
42269	-2.57978	0.973684	146	146	0.0750785	2.0565	41.9
42270	-2.67122	0.994737	104	104	0.0806548	-3.26831	29.8895
42271	-3.12397	0.957895	41	41	-1.26757	-2.75213	7.88421
42272	-1.74976	0.994737	1247	1247	0.489792	2.46697	392.574
42273	-2.53045	0.984211	123	123	-1.01643	-2.34967	26.1263
42274	-2.10421	1	425	425	0.515237	-1.04751	134.574
42275	-3.80418	0.821053	8	8	-0.546266	-0.427838	1.88947
42276	-3.8446	0.747368	8	8	0.358385	0.35654	2.49474
42277	-1.51037	1	1717	1717	-0.230539	0.68065	457.358
42278	-2.06323	1	522	522	-0.402369	-1.06839	132.974
42279	-3.06404	0.931579	99	99	1.60676	5.46837	38.8211
42280	-1.32	1	2990	2990	-0.324842	1.29376	777.526
42281	-2.10461	0.994737	358	358	0.0407444	-0.0205653	101.895
42282	-1.11308	1	4257	4257	0.591212	1.90967	1368.99
42283	-1.60508	1	1007	1007	-0.788446	-0.207502	230.416
42284	-3.91501	0.821053	15	15	0.241958	0.422153	4.50526
42285	-3.94315	0.768421	6	6	-0.320651	-1.0338	1.52105
42286	-3.99595	0.873684	10	10	-1.36829	-5.40194	1.71579
42287	-3.93601	0.826316	7	7	-0.998832	-3.63261	1.37368
42288	-2.15973	1	583	583	1.45885	-0.262719	221.653
42289	-1.84172	0.994737	1247	1247	0.171343	2.33883	365.863
42290	-2.4308	0.984211	232	232	0.163063	1.39043	67.9579
42291	-3.28249	0.921053	27	27	-0.901665	-2.03054	5.84737
42292	-1.3708	1	2137	2137	1.03645	1.25526	751.226
42293	-3.78421	0.842105	10	10	0.237988	-0.840859	3.01053
42294	-3.90473	0.873684	21	21	0.432095	0.847879	6.58947
42295	-3.57971	0.915789	19	19	-0.410869	-1.8934	4.77368
42296	-3.09451	0.984211	60	60	0.418223	-2.40415	18.6579
42297	-1.70092	1	1283	1283	0.139221	0.433078	373.653
42298	-1.10013	1	2367	2367	0.0410184	1.13241	673.711
42299	-2.59737	0.963158	114	114	1.17034	2.00475	41.2632
42300	-2.71957	0.978947	94	94	-0.801288	-1.9162	21.3211
42301	-1.3502	1	3376	3376	0.652167	1.67436	1099.52
42302	-3.99353	0.757895	6	6	1.19675	1.12095	2.32632
42303	-2.86131	0.989474	109	109	0.209022	-1.65364	32.2842
42304	-2.82955	0.963158	141	141	1.08813	3.92607	50.2053
42305	-2.06541	0.994737	1245	1245	1.68522	2.88003	492.053
42306	-2.09517	1	1033	1033	1.68723	0.54331	408.447
42307	-2.31366	1	450	450	0.208384	-1.06583	133.168
42308	-1.46879	1	2136	2136	-0.410293	0.884404	543.168
42309	-3.53228	0.863158	14	14	0.181755	-1.516	4.14211
42310	-3.82407	0.621053	8	8	0.43705	1.39471	2.54737
42311	-1.54229	1	1705	1705	0.347314	0.834185	520.4
42312	-3.41151	0.905263	25	25	-0.962273	-0.673265	5.29474
42313	-1.71067	1	1360	1360	0.564436	0.620053	434.968
42314	-1.79501	1	1223	1223	-1.84218	-0.464331	193.179
42315	-2.76474	0.989474	191	191	-1.18356	-1.13802	38.4842
42316	-2.62994	0.994737	188	188	0.11318	-1.41596	54.4368
42317	-2.44535	0.994737	290	290	0.406951	-0.27815	89.7263
42318	-2.9169	0.952632	57	57	0.0826088	-0.0871681	16.3947
42319	-1.20229	1	4022	4022	-0.804194	1.47575	916.384
42320	-1.90844	1	561	561	-0.499997	-0.988868	139.221
42321	-1.43263	1	1962	1962	-1.25665	0.477712	387.295
42322	-1.88651	0.984211	1064	1064	0.600443	6.44042	342.895
42323	-2.4927	0.989474	306	306	-0.948647	0.252284	66.6211
42324	-2.0372	0.984211	405	405	-0.147429	2.73649	110.126
42325	-3.89967	0.847368	6	6	-0.360321	-2.11362	1.5
42326	-1.54042	1	1395	1395	0.608675	0.66196	450.311
42327	-2.35897	0.994737	331	331	-0.587138	-0.515006	80.1632
42328	-3.44101	0.873684	29	29	-0.30244	2.23902	7.54211
42329	-1.14811	0.994737	3935	3935	0.537546	4.63104	1251.26
42330	-1.87521	1	795	795	0.0384056	-0.234079	226.142
42331	-2.12637	1	500	500	-0.990763	-1.46013	107.526
42332	-2.22471	1	529	529	-1.28199	-1.53735	103.384
42333	-1.66571	0.994737	1076	1076	0.0904811	2.03767	309.842
42334	-1.46696	1	3085	3085	-0.314154	1.33171	804.447
42335	-3.79232	0.821053	15	15	0.416519	1.43815	4.70526
42336	-3.61871	0.863158	15	15	0.940202	0.955817	5.30526
42337	-3.60307	0.8	11	11	0.173943	0.25312	3.25263
42338	-2.72923	0.973684	202	202	0.748888	2.50626	67.2053
42339	-2.43232	0.978947	244	244	-0.236713	1.26582	64.8632
42340	-3.43118	0.931579	28	28	-0.553048	-1.47277	6.77368
42341	-2.25438	0.994737	437	437	0.574215	0.592348	140.111
42342	-3.26869	0.947368	46	46	1.08647	1.57566	16.4789
42343	-2.70471	0.994737	301	301	0.0477962	-0.370739	85.8158
42344	-1.48386	1	3005	3005	0.0621294	1.40521	859.563
42345	-3.66676	0.878947	8	8	-0.0428081	-1.82579	2.22632
42346	-1.46207	1	1400	1400	-0.605266	0.305044	337.632
42347	-3.29346	0.915789	50	50	1.06886	2.84808	17.8368
42348	-3.5096	0.926316	21	21	-0.687672	-1.83118	4.85263
42349	-1.79893	1	554	554	-0.394548	-0.962088	141.421
42350	-2.58084	0.994737	80	80	0.0453872	-4.39199	22.8
42351	-1.87089	1	708	708	-0.272738	-0.517029	186.558
42352	-3.39754	0.910526	21	21	-0.782682	-1.07123	4.70526
42353	-1.44326	1	1270	1270	-0.00580019	0.377537	357.479
42354	-3.18479	0.894737	35	35	-0.695279	-0.0389041	8.13158
42355	-1.18379	1	3902	3902	0.21313	1.7282	1155.73
42356	-2.15777	1	433	433	0.16527	-1.15144	126.879
42357	-3.9943	0.573684	4	4	1.37541	2.60046	1.66316
42358	-1.47022	1	2344	2344	0.4154	1.21712	726.142
42359	-1.45031	1	2906	2906	-1.27431	0.941136	570.279
42360	-3.42749	0.931579	21	21	0.0758057	-1.04212	6.03684
42361	-3.89424	0.694737	4	4	-0.111095	-0.907975	1.08421
42362	-3.42275	0.894737	23	23	1.15579	1.72645	8.43158
42363	-1.29469	1	2694	2694	-0.710819	1.05716	630.674
42364	-2.30601	0.978947	442	442	0.102807	3.17453	127.653
42365	-1.68316	0.994737	1792	1792	0.596565	3.17363	576.979
42366	-3.90402	0.352632	3	3	-0.227174	0.651961	0.773684
42367	-1.33922	0.994737	3486	3486	-1.89136	3.04992	539.616
42368	-1.91128	0.994737	920	920	0.54851	1.93839	293.284
42369	-2.13965	0.994737	553	553	-0.889608	0.341647	122.711
42370	-1.36223	0.994737	2773	2773	1.80622	4.41643	1118.19
42371	-2.43587	0.989474	336	336	2.17113	2.0382	144.011
42372	-1.08076	0.994737	6823	6823	-1.55197	4.57004	1211.97
42373	-2.32949	0.994737	343	343	-0.795541	-0.567209	78.2421
42374	-3.77595	0.552632	5	5	0.13968	0.934899	1.47368
42375	-3.44818	0.947368	31	31	1.40954	0.439718	11.8737
42376	-2.42306	0.989474	183	183	-0.230513	-0.510122	48.7158
42377	-3.07693	0.942105	65	65	1.05485	2.90737	23.0789
42378	-3.49986	0.905263	17	17	-0.235991	-1.2329	4.48947
42379	-1.17497	1	7281	7281	-1.38176	1.91555	1376.57
42380	-3.91935	0.678947	5	5	-0.957297	-1.19695	0.968421
42381	-2.26682	0.994737	363	363	-1.07395	-0.630863	75.9842
42382	-1.16429	1	3853	3853	0.531443	1.7896	1223.61
42383	-3.11897	0.968421	63	63	0.163608	-2.44216	18.4737
42384	-1.55909	0.994737	1011	1011	0.166926	1.95704	296.326
42385	-2.32199	0.989474	227	227	0.251019	0.295172	67.8474
42386	-3.15172	0.968421	45	45	-0.42387	-3.34093	11.3421
42387	-3.03368	0.952632	71	71	1.03437	2.22116	25.0947
42388	-3.51357	0.868421	23	23	0.38158	1.11715	7.12632
42389	-2.62994	0.984211	157	157	-0.108412	0.182551	43.0947
42390	-1.88858	0.994737	466	466	-1.1955	-0.187844	93.7684
42391	-2.92955	0.978947	56	56	-0.746734	-2.78094	12.8684
42392	-2.85309	0.973684	80	80	-1.70211	-2.68719	13.1579
42393	-2.05593	0.984211	461	461	0.922121	3.84391	158.621
42394	-1.74151	1	950	950	-1.30926	-0.537508	184.068
42395	-3.75737	0.936842	17	17	0.811694	-1.16292	5.83158
42396	-1.05544	1	3766	3766	-0.686773	1.44083	887.758
42397	-2.29521	1	263	263	-0.617761	-2.67345	63.1316
42398	-1.62532	0.994737	1988	1988	-0.224136	3.01817	530.405
42399	-3.96833	0.568421	5	5	-1.22011	-1.54282	0.847368
42400	-3.21656	0.784211	12	12	-1.22138	-1.81775	2.23158
42401	-2.12525	1	271	271	-0.66751	-2.63114	64.1421
42402	-2.01644	0.994737	801	801	0.590064	1.70414	257.6
42403	-2.47553	0.984211	266	266	-1.61733	0.34779	45.8526
42404	-1.17339	1	5190	5190	0.22993	2.03676	1543.06
42405	-2.20215	0.989474	411	411	0.235196	1.6575	122.374
42406	-3.22358	0.963158	26	26	-1.09953	-4.782	5.25263
42407	-1.76382	1	1263	1263	0.245202	0.443653	376.832
42408	-3.7733	0.657895	11	11	1.66699	5.09927	4.55789
42409	-2.27237	0.978947	282	282	-0.707347	2.44723	65.9895
42410	-3.78142	0.747368	4	4	0.0375559	-0.775484	1.14211
42411	-3.18743	0.910526	27	27	-0.974338	-2.12789	5.70526
42412	-3.04761	0.963158	71	71	-0.122573	-0.369227	19.4105
42413	-3.58977	0.857895	24	24	-1.12366	-0.193023	4.79474
42414	-1.52884	1	1280	1280	-0.799058	0.116346	292
42415	-1.54688	1	1481	1481	0.584388	0.727619	475.647
42416	-1.69436	1	810	810	0.878846	0.0424117	276.242
42417	-2.96252	0.957895	56	56	0.991761	0.493213	19.6579
42418	-2.10601	0.994737	705	705	-1.06532	0.696165	148.132
42419	-1.02099	1	4040	4040	0.307474	1.78836	1222.21
42420	-2.08112	1	420	420	-1.13999	-1.92076	86.0684
42421	-3.06406	0.984211	93	93	-0.625599	-1.77392	22.2158
42422	-1.15106	1	4727	4727	0.832892	2.073	1596.87
42423	-3.56809	0.689474	6	6	-0.122298	1.19654	1.62632
42424	-1.82787	1	1348	1348	1.29129	0.779918	497.026
42425	-1.05744	1	4864	4864	1.28641	2.194	1791.33
42426	-3.36174	0.942105	75	75	-0.790866	0.84568	17.0421
42427	-1.51147	1	1059	1059	0.0160298	0.150415	299.642
42428	-3.76737	0.652632	11	11	0.547203	2.55268	3.57895
42429	-1.64875	1	835	835	-0.805821	-0.488818	190.063
42430	-2.01257	0.989474	765	765	0.579947	3.33634	245.505
42431	-1.61725	1	1884	1884	-2.03673	0.0270033	273.095
42432	-1.14139	1	4292	4292	-0.338244	1.68681	1112.26
42433	-1.09936	1	3659	3659	0.835334	1.80103	1236.71
42434	-1.09143	1	4396	4396	0.617365	1.94967	1421.42
42435	-2.59574	0.957895	198	198	0.428381	3.45013	61.5684
42436	-1.56347	1	1192	1192	0.220425	0.363987	353.663
42437	-1.45964	1	2893	2893	1.64259	1.70845	1134.76
42438	-3.86665	0.363158	9	9	-1.36985	1.02676	1.52632
42439	-2.98926	0.963158	40	40	-1.01583	-4.88637	8.4
42440	-2.09289	0.984211	291	291	0.757511	2.36888	96.9368
42441	-2.89169	0.978947	91	91	-1.08563	-2.36358	18.8579
42442	-2.90252	0.973684	142	142	0.401287	1.19792	43.9105
42443	-2.25808	0.984211	282	282	-0.330584	1.58978	73.1789
42444	-1.26604	1	2912	2912	0.852665	1.55776	987.647
42445	-2.62579	0.989474	151	151	-0.141144	-0.955811	41.1105
42446	-2.59564	0.989474	208	208	1.0205	0.467225	73.0316
42447	-3.09352	0.947368	39	39	0.532164	-0.184311	12.4632
42448	-3.10111	0.973684	44	44	0.214965	-1.70333	13.0684
42449	-3.76479	0.752632	6	6	1.87115	2.76502	2.68421
42450	-1.66233	0.994737	1302	1302	-0.827363	1.94613	294.542
42451	-2.56544	0.973684	201	201	-1.41677	0.724808	37.3263
42452	-3.34207	0.952632	38	38	-1.29474	-2.12815	7.22105
42453	-3.19318	0.978947	81	81	0.454263	-0.402494	25.3684
42454	-2.15071	1	308	308	-1.23467	-2.762	61.1
42455	-3.08315	0.963158	54	54	-0.0613859	-1.2157	14.9895
42456	-1.45178	1	1855	1855	-0.229389	0.773307	494.263
42457	-1.6655	1	1159	1159	-0.332558	0.155298	300.758
42458	-2.19282	0.973684	381	381	-0.577572	3.59169	92.5316
42459	-1.39061	1	2761	2761	-0.440294	1.17019	696.553
42460	-3.43645	0.942105	26	26	0.0155106	-4.25074	7.35789
42461	-3.23437	0.973684	57	57	0.314462	-1.6347	17.3158
42462	-3.57251	0.852632	29	29	1.65672	3.06288	11.6368
42463	-1.65316	0.994737	1594	1594	-0.611342	2.42574	383.779
42464	-2.49535	1	225	225	-1.45111	-3.9934	41.2842
42465	-3.50337	0.963158	13	13	-1.12653	-9.84761	2.52632
42466	-1.98348	1	381	381	-0.0271121	-1.47526	106.695
42467	-3.62324	0.694737	5	5	0.75673	0.33768	1.75789
42468	-2.42017	0.984211	259	259	0.215833	1.7206	76.7895
42469	-1.57205	1	887	887	0.00489374	-0.0917601	250.311
42470	-3.5656	0.752632	22	22	2.2008	4.63382	9.76316
42471	-1.81962	1	1815	1815	-0.950389	0.504067	395.632
42472	-1.9885	1	478	478	0.01936	-1.03741	135.358
42473	-3.87248	0.478947	1	1	1.26176	1.3113	0.478947
42474	-1.21365	1	1648	1648	-0.497902	0.546027	409.353
42475	-2.20937	0.994737	507	507	0.151861	0.695768	148.1
42476	-3.73129	0.784211	6	6	-0.667768	-1.40068	1.33684
42477	-2.95115	0.984211	76	76	-1.24455	-3.33613	14.8895
42478	-3.45042	0.863158	16	16	-0.415897	-1.63656	4.00526
42479	-3.49825	0.757895	33	33	-1.80328	-0.833325	5.04737
42480	-3.76532	0.889474	18	18	-1.22543	-3.27579	3.42105
42481	-1.55213	1	1477	1477	-0.128456	0.52853	403.563
42482	-1.18745	1	4286	4286	0.387711	1.87057	1319.73
42483	-1.73753	1	758	758	-0.266942	-0.412314	200.032
42484	-3.2353	0.910526	54	54	-0.23864	0.27104	14.3211
42485	-3.03323	0.936842	75	75	-1.16769	0.442482	15.0895
42486	-1.61745	1	712	712	-0.715404	-0.694878	166.384
42487	-1.0695	1	3922	3922	-0.195666	1.62847	1053.94
42488	-3.14143	0.915789	49	49	0.349031	0.425245	15.0105
42489	-3.68577	0.763158	10	10	-0.186434	-0.339363	2.66842
42490	-2.71142	0.978947	126	126	2.01613	0.724277	52.8684
42491	-2.94374	0.936842	43	43	-0.0726965	-0.336864	11.9
42492	-3.50882	0.842105	17	17	-0.47018	0.191876	4.18947
42493	-2.19033	0.989474	550	550	0.293928	2.37466	165.926
42494	-3.04877	0.936842	91	91	-0.569957	0.868196	22.0842
42495	-2.79821	0.973684	96	96	-1.58343	-0.868126	16.6211
42496	-3.4326	0.926316	30	30	-0.238247	-0.907094	7.94211
42497	-1.96358	1	711	711	-0.234625	-0.495909	189.174
42498	-3.80953	0.857895	23	23	0.927898	3.63049	8.04737
42499	-2.91767	0.973684	118	118	-0.275568	0.19138	31.0368
42500	-1.61164	1	1235	1235	0.93479	0.594061	425.763
42501	-1.27295	0.994737	2867	2867	0.498944	4.01364	904.242
42502	-3.22026	0.905263	31	31	-0.0620134	-0.634807	8.6
42503	-2.71538	0.984211	129	129	-0.692888	-0.80008	30.2579
42504	-1.98182	0.989474	540	540	0.391086	2.38217	166.447
42505	-1.72953	0.994737	884	884	0.30075	1.7693	267.068
42506	-1.28046	0.994737	4256	4256	0.969115	4.94883	1476.72
42507	-2.00812	0.994737	989	989	-0.463663	1.63492	247.911
42508	-2.09269	1	531	531	-0.523623	-1.09566	130.926
42509	-1.19033	1	4312	4312	-0.0243492	1.77613	1208.37
42510	-2.84665	0.931579	36	36	-0.768585	-1.64537	8.17895
42511	-3.54693	0.931579	17	17	-0.21134	-2.10313	4.52105
42512	-1.30079	1	3173	3173	0.766754	1.63248	1057.84
42513	-1.96114	1	805	805	-0.512434	-0.419007	199.132
42514	-1.23868	1	3833	3833	0.909712	1.86647	1314.67
42515	-1.06195	1	4440	4440	0.82929	2.00598	1498.85
42516	-1.76191	0.994737	971	971	0.0654723	1.84156	277.974
42517	-3.92311	0.905263	12	12	-0.595782	-3.00691	2.82105
42518	-2.04348	0.994737	403	403	-0.549156	-0.0851986	98.6526
42519	-1.6809	1	1011	1011	-0.592172	-0.123245	244.684
42520	-1.88539	1	1454	1454	-0.508214	0.386908	360.147
42521	-3.63924	0.9	22	22	2.09024	3.27833	9.58421
42522	-3.12042	0.952632	39	39	0.694092	-0.0684781	12.9105
42523	-1.40863	1	1754	1754	-0.81121	0.51373	398.742
42524	-3.35883	0.931579	39	39	-1.02806	-1.65747	8.15263
42525	-1.37037	1	3043	3043	1.12174	1.66205	1087.09
42526	-2.12201	0.968421	650	650	2.25411	10.696	281.926
42527	-3.14922	0.926316	37	37	1.27852	0.9454	13.7895
42528	-1.36684	0.994737	3117	3117	0.732951	4.26406	1032.09
42529	-3.63789	0.915789	17	17	-0.75778	-2.7897	3.82105
42530	-2.84196	0.978947	143	143	-0.767395	-0.56487	32.8263
42531	-1.36137	1	3213	3213	0.99067	1.69384	1119.52
42532	-3.08767	0.963158	47	47	-1.13871	-1.10608	9.48947
42533	-3.98161	0.568421	9	9	2.29742	6.69175	4.23158
42534	-3.41077	0.952632	31	31	0.394593	-1.05969	9.61579
42535	-3.40113	0.963158	39	39	-0.317481	-1.74066	10.1158
42536	-2.53368	0.984211	145	145	-1.92597	-1.83304	21.8368
42537	-2.48556	0.978947	200	200	0.588863	1.2454	64.3684
42538	-2.25484	0.989474	322	322	0.0914466	1.01865	92.7526
42539	-1.8749	0.984211	763	763	-0.134259	4.7228	208.168
42540	-1.53764	1	1760	1760	-1.05769	0.423976	370.942
42541	-2.41855	0.984211	217	217	-0.45362	0.803981	54.4895
42542	-2.34211	0.984211	248	248	-0.890296	0.826071	54.9474
42543	-1.73779	0.989474	716	716	-0.108437	2.785	196.589
42544	-1.62503	1	1507	1507	0.635014	0.760903	489.126
42545	-3.10897	0.894737	57	57	-0.117447	2.28411	15.6
42546	-2.00179	0.994737	643	643	0.979696	1.44916	223.684
42547	-1.29794	1	2058	2058	0.0586444	0.97697	588.2
42548	-2.76414	0.963158	127	127	0.884348	2.18171	43.4684
42549	-2.70727	0.989474	107	107	-0.595455	-2.3948	25.7947
42550	-2.16652	0.984211	427	427	-1.57376	1.65662	75.0053
42551	-2.53358	0.984211	168	168	-1.51634	-1.8818	30.0263
42552	-3.52146	0.889474	29	29	-0.269704	0.524642	7.61053
42553	-1.33453	1	2390	2390	0.702855	1.30666	786.563
42554	-1.3915	1	2301	2301	0.0368725	1.09914	654.284
42555	-2.7747	0.973684	95	95	-1.42021	-0.697865	17.5105
42556	-3.93522	0.757895	5	5	0.0939729	-0.161531	1.45263
42557	-2.02072	0.989474	785	785	0.039546	3.09981	223.358
42558	-1.30103	1	2682	2682	-1.18437	0.882999	542.516
42559	-1.98482	1	298	298	-0.702515	-2.41189	69.8368
42560	-2.66757	0.973684	180	180	1.1608	2.39549	64.9368
42561	-2.38035	1	219	219	-2.0609	-5.1168	31.1211
42562	-1.42024	1	1927	1927	-0.960272	0.573877	418.774
42563	-1.15063	1	4003	4003	0.0459023	1.71406	1140.67
42564	-1.60977	0.994737	2927	2927	1.65872	4.47198	1151.27
42565	-3.75904	0.9	14	14	0.313579	-0.55564	4.28421
42566	-1.42182	1	3450	3450	-1.4809	1.05445	629.184
42567	-3.0136	0.973684	85	85	0.349594	0.534333	26.0053
42568	-1.46567	1	1281	1281	-0.410268	0.259003	325.726
42569	-3.08827	0.931579	46	46	1.03764	0.701553	16.3211
