Sim	LOG10_THETA_NOW	LOG10_OLD_SIZE_RELATIVE	LOG10_T_BOT	H_1	S_1	prS_1	D_1	FS_1	Pi_1
3781	-1.30619	1.72572	1.63613	1	19794	19794	4.37294	3.40282e+38	11391.9
3782	-1.69629	1.53181	2.91885	1	17266	17266	1.63881	3.55968	6766.9
3783	-3.29414	-0.944579	2.57857	0.984211	18	18	-1.38154	-17.4695	3.21053
3784	-3.83806	1.82343	1.34281	1	802	802	0.212067	-0.164781	237.511
3785	-1.80474	-1.58728	2.60368	1	1045	1045	-0.20092	0.0625543	280.426
3786	-2.95271	-0.867895	1.28825	0.947368	12	12	-0.612539	-13.3971	2.80526
3787	-2.87004	-0.377972	1.4841	1	32	32	-0.699861	-15.1844	7.41579
3788	-2.31682	-0.970893	2.83541	1	155	155	-1.39131	-5.43307	29.0053
3789	-2.77432	-0.126712	1.50537	1	60	60	-0.51232	-9.3354	14.7737
3790	-2.08421	-1.74879	2.04442	1	172	172	-1.64046	-5.38753	29.2947
3791	-1.17423	-0.299963	1.34908	1	2105	2105	0.0768622	1.00795	604.211
3792	-1.26535	0.657674	1.87106	1	10823	10823	0.677426	2.90067	3543.06
3793	-2.70659	1.52398	1.65381	1	2118	2118	1.48423	1.33702	808.295
3794	-3.59977	-1.23745	2.96047	0	0	0	0	0	0
3795	-1.664	1.39896	2.03043	1	15897	15897	1.80362	3.50418	6406.33
3796	-3.81089	1.5865	2.42615	1	392	392	-0.388678	-1.59992	100.205
3797	-2.97631	-0.542894	2.75888	1	30	30	-0.616391	-15.583	7.12632
3798	-1.46663	0.0279474	1.59244	1	2668	2668	0.237155	1.31792	794.547
3799	-2.04114	1.68337	1.04439	1	13367	13367	1.45044	3.26653	5069.76
3800	-3.19562	1.81395	1.79284	1	2906	2906	0.0114959	1.35484	821.358
3801	-2.09369	-0.430772	1.09169	1	245	245	0.32914	-2.25244	74.5211
3802	-3.11618	-1.91568	2.39097	0.1	1	1	-1.16439	-0.879302	0.1
3803	-3.45416	1.55364	2.51831	1	968	968	0.152904	0.0738623	282.811
3804	-2.95244	-1.9391	2.2914	0.1	1	1	-1.16439	-0.879302	0.1
3805	-3.80258	-0.985214	2.77871	0.568421	4	4	-0.557047	-1.35591	0.910526
3806	-2.36937	-0.0718257	1.06944	1	246	246	0.432807	-2.18827	76.5526
3807	-2.79894	1.73839	1.17514	1	5185	5185	0.850077	2.17401	1757.57
3808	-1.99641	1.83661	1.16636	1	18382	18382	2.13583	3.7058	7817.78
3809	-3.32108	0.507226	1.60776	1	117	117	-0.327499	-5.22657	30.3579
3810	-2.97963	0.791409	2.39106	1	610	610	0.240881	-0.556147	181.842
3811	-2.56213	0.502977	2.9102	1	156	156	-0.323876	-4.05991	40.5316
3812	-2.19807	1.25672	2.23647	1	3592	3592	0.429279	1.69052	1116.07
3813	-1.99888	-1.64962	1.36112	1	193	193	-1.56944	-4.76125	33.8316
3814	-2.04192	-0.250932	2.10451	1	352	352	-0.446911	-1.85768	88.5895
3815	-1.68716	-0.323854	2.98145	1	777	777	-0.412792	-0.431882	197.416
3816	-3.31647	1.99053	1.97283	1	1520	1520	0.44909	0.724338	474.342
3817	-2.66819	-1.46635	1.78817	0.921053	6	6	0.353749	-8.20917	1.87895
3818	-3.04608	1.32609	1.89514	1	1290	1290	-0.19152	0.339874	346.995
3819	-1.92826	1.20704	1.72597	1	7476	7476	0.431625	2.46576	2323.98
3820	-1.9265	0.389802	2.69619	1	1076	1076	0.0126918	0.170265	304.211
3821	-3.66162	0.674126	2.35427	1	67	67	-0.388923	-8.35324	17.0789
3822	-2.81552	-1.65781	2.47978	0.468421	2	2	-0.286989	-0.233217	0.494737
3823	-2.55227	-1.31813	2.89208	0.973684	17	17	-1.30422	-10.1565	3.12105
3824	-2.0199	1.45603	1.06344	1	11328	11328	0.905843	2.99426	3882.15
3825	-3.05176	-1.38664	1.47531	0.652632	4	4	-0.786781	-1.62544	0.821053
3826	-2.58413	-1.91686	2.63788	0.936842	9	9	-0.692051	-7.68475	2.02632
3827	-1.22707	0.0481113	2.95112	1	4166	4166	0.896482	1.95247	1425.17
3828	-1.19203	-0.133172	1.06212	1	3219	3219	0.20866	1.51811	952.468
3829	-1.05035	1.28104	1.56361	1	19586	19586	3.52791	3.40282e+38	10160.7
3830	-2.85089	0.489642	1.82444	1	229	229	0.881469	-2.13728	78.2316
3831	-2.30299	-1.03702	1.16063	0.994737	41	41	0.111242	-8.13902	11.8789
3832	-2.85958	-0.292856	2.74327	1	80	80	-0.226467	-7.01315	21.3
3833	-3.12315	1.40383	2.43122	1	763	763	1.93765	0.214142	314.621
3834	-3.35429	-0.474439	1.16347	0.852632	9	9	-1.12014	-5.41853	1.71053
3835	-2.54323	1.42751	1.22605	1	4592	4592	0.206711	1.90116	1358.11
3836	-2.40087	-1.53009	1.14072	0.957895	12	12	-0.338841	-10.3145	3.06316
3837	-3.46184	0.821183	2.15943	1	163	163	-0.0927687	-3.69942	44.9158
3838	-2.60316	0.419728	1.88889	1	421	421	0.0246807	-1.26228	119.368
3839	-3.6494	-0.453198	2.5127	0.7	8	8	-1.23065	-3.46402	1.43158
3840	-2.65685	-0.249794	2.68515	1	96	96	0.394159	-5.33145	29.6579
3841	-3.60039	-1.52527	2.64593	0.573684	2	2	0.260264	0.220409	0.626316
3842	-1.03558	1.65432	2.82572	1	19946	19946	4.78418	3.40282e+38	12030.1
3843	-2.51622	0.306028	2.60664	1	412	412	0.780119	-1.00617	137.826
3844	-1.9412	1.22915	1.24245	1	9588	9588	0.844059	2.81083	3246.08
3845	-2.17781	0.774466	2.24758	1	2085	2085	0.505771	1.10659	658.579
3846	-1.83744	-0.263659	1.89942	1	725	725	-0.188476	-0.449096	195.153
3847	-3.8507	0.387707	1.78455	1	21	21	0.174209	-17.0468	6.18947
3848	-3.73562	-1.32739	2.14546	0	0	0	0	0	0
3849	-2.50013	0.146075	2.45945	1	345	345	0.848756	-1.29891	117.032
3850	-3.25779	-0.947718	1.11632	0.836842	10	10	-1.25728	-2.56797	1.80526
3851	-1.48358	1.5444	2.68364	1	18321	18321	2.91488	3.81969	8750.32
3852	-1.07626	-1.95857	2.33432	1	3407	3407	-0.47982	1.39348	850.495
3853	-1.23818	-1.36231	1.11088	1	771	771	-1.72749	-1.14079	127.637
3854	-1.43082	0.697696	2.12095	1	9022	9022	0.261034	2.62154	2701.19
3855	-3.94744	-0.854221	1.51683	0.442105	1	1	1.02588	1.16902	0.442105
3856	-3.1431	0.599148	1.87287	1	224	224	0.242796	-2.52395	66.8263
3857	-2.39426	1.66888	2.68889	1	2134	2134	1.65053	1.37742	838.253
3858	-1.14282	-1.55653	2.88048	1	345	345	-1.606	-2.82105	59.8053
3859	-2.9507	-0.142521	2.33083	1	62	62	0.065447	-8.10324	17.7579
3860	-2.12238	1.10114	1.97858	1	5728	5728	0.38362	2.17674	1762.15
3861	-3.05212	-1.57668	2.65942	0	0	0	0	0	0
3862	-2.31184	1.69177	1.12704	1	10008	10008	0.79519	2.84485	3355.42
3863	-1.15727	1.25002	1.80591	1	18956	18956	2.83907	3.84328	8957.08
3864	-3.28566	1.78917	2.79714	1	1597	1597	0.314498	0.748165	483.916
3865	-3.74454	-0.490199	1.61834	0.647368	3	3	-0.110808	-0.486344	0.810526
3866	-2.50962	1.56749	1.86263	1	5223	5223	1.49556	2.30778	1996.91
3867	-1.78822	1.79845	1.05337	1	18288	18288	2.79755	3.80107	8590.46
3868	-3.92056	0.550117	2.908	0.994737	14	14	0.835992	-16.0836	4.84737
3869	-1.93516	-0.216357	2.76536	1	667	667	0.508553	-0.334846	210.858
3870	-2.54511	-0.0434325	2.27336	1	183	183	-0.373577	-3.55276	46.9368
3871	-3.83071	-0.132013	2.28645	0.915789	6	6	0.224819	-6.68707	1.81053
3872	-3.43651	-1.80654	2.83691	0.268421	1	1	-0.0861022	0.380606	0.268421
3873	-1.29059	0.863199	2.19838	1	12087	12087	1.21152	3.11994	4390.37
3874	-1.54478	1.40705	1.72392	1	16941	16941	1.96121	3.59489	7006.3
3875	-3.18164	-0.464801	2.36008	1	35	35	-0.684727	-14.2565	8.15789
3876	-1.11966	0.297521	1.6218	1	7648	7648	0.391935	2.48043	2357.06
3877	-2.98449	1.74384	2.18977	1	2763	2763	1.25906	1.58493	1012.57
3878	-2.82814	1.40081	1.3334	1	1864	1864	0.486814	0.973438	586.405
3879	-2.9723	0.373475	2.79521	1	100	100	0.58261	-4.97128	32.1842
3880	-2.9588	0.318204	1.7506	1	137	137	-0.236566	-4.46583	36.4053
3881	-1.2233	0.571535	1.69288	1	9844	9844	0.943836	2.85801	3398.71
3882	-3.19229	-0.481529	1.75476	0.852632	13	13	-1.35056	-2.74494	2.3
3883	-2.34098	1.78688	2.78015	1	6735	6735	1.40536	2.55551	2534.13
3884	-1.95784	1.1459	2.77946	1	6749	6749	1.08071	2.4958	2392.23
3885	-3.01316	-1.80058	1.58045	0.284211	3	3	-1.72331	-2.74926	0.3
3886	-2.20501	-0.644389	2.05568	1	111	111	-0.0752318	-5.17452	30.7158
3887	-2.97865	1.82522	1.94393	1	3816	3816	0.137635	1.68549	1110.9
3888	-3.1699	1.92938	2.79081	1	206	206	2.15835	-1.86633	88.2368
3889	-2.01606	0.933278	1.14007	1	4098	4098	-0.000981056	1.72736	1154.83
3890	-3.48734	0.0976979	1.89755	1	30	30	0.266758	-13.3087	9.03158
3891	-1.56388	0.180128	1.20079	1	2903	2903	0.199206	1.40207	857.126
3892	-2.7893	1.31119	2.62946	1	642	642	1.64857	-0.0810177	252.268
3893	-1.68704	1.76519	2.7502	1	18590	18590	2.52073	3.77682	8386.74
3894	-3.79229	-0.428185	1.06032	0.768421	5	5	-0.774468	-3.35394	1.05263
3895	-3.77805	0.452484	1.3984	1	31	31	-0.589595	-15.1703	7.42632
3896	-2.15489	1.41183	1.20846	1	9478	9478	0.549404	2.73702	3021.28
3897	-2.52136	-0.61982	2.16065	1	69	69	-0.0961607	-7.68688	18.9895
3898	-3.74897	-1.75228	2.02843	0.1	1	1	-1.16439	-0.879302	0.1
3899	-2.24627	-0.604285	2.44646	1	119	119	0.0374692	-4.75932	33.8474
3900	-2.10043	-1.46046	1.62057	1	24	24	-0.727419	-18.357	5.48947
3901	-1.28043	1.43538	1.155	1	19398	19398	3.20221	3.91735	9638.96
3902	-2.6476	-1.83021	2.11416	0.847368	4	4	0.807838	-3.4344	1.44211
3903	-2.24201	0.899959	2.18112	1	2744	2744	0.277225	1.35917	824.568
3904	-3.98963	-0.452616	1.59565	0.278947	2	2	-1.1407	-1.20637	0.289474
3905	-1.01254	1.00586	2.36067	1	12854	12854	1.09679	3.16082	4569.92
3906	-2.45625	0.719386	1.9214	1	448	448	0.815764	-0.852825	150.937
3907	-1.88098	-1.93499	2.98348	1	122	122	-2.12949	-8.52683	16.6316
3908	-3.81127	1.95085	2.0338	1	917	917	0.0247178	-0.0396238	260
3909	-1.06598	-0.103156	1.04895	1	4371	4371	0.443766	1.90449	1362.36
3910	-3.13293	0.869536	1.39011	1	301	301	-0.490463	-2.24161	74.8579
3911	-2.88849	1.31544	1.80669	1	1622	1622	0.266614	0.753936	486.268
3912	-3.62764	1.33748	1.24775	1	260	260	0.17	-2.19675	76.2789
3913	-1.80805	0.827913	2.28291	1	6114	6114	0.421064	2.25369	1896.27
3914	-1.71316	-0.709705	1.77924	1	289	289	-1.12047	-2.83282	59.5526
3915	-2.75713	0.413153	1.85265	1	281	281	-0.57877	-2.47181	68.2
3916	-2.79749	1.35879	1.78188	1	1213	1213	1.03294	0.59528	426.189
3917	-1.01052	1.0468	2.20023	1	18672	18672	2.71045	3.8094	8661.62
3918	-1.71519	-0.146188	2.74389	1	1039	1039	-0.294953	0.0227902	272.242
3919	-2.86783	1.89343	2.74626	1	5603	5603	-0.229596	2.00176	1492.91
3920	-3.27902	-1.4475	1.63344	0.747368	8	8	-1.46665	-5.42353	1.27368
3921	-3.59588	-0.446201	2.27317	0.678947	4	4	-0.394883	-1.18302	0.973684
3922	-3.09324	0.708808	2.17413	1	260	260	0.261182	-2.14769	77.8842
3923	-3.2511	-0.948893	2.37782	0.773684	5	5	-0.317394	-2.6964	1.26316
3924	-3.38311	0.926413	1.99712	1	221	221	0.506181	-2.41038	69.8789
3925	-1.42115	-0.280053	1.50198	1	1175	1175	-0.0625506	0.261082	326.253
3926	-1.54301	1.943	1.82787	1	19856	19856	4.41715	3.40282e+38	11486.5
3927	-2.00432	-0.987987	1.25139	1	90	90	-0.823975	-7.29844	20.2684
3928	-3.61139	0.849681	2.65445	1	75	75	1.19076	-5.71596	27.3105
3929	-2.91073	-1.34581	2.42385	0.6	3	3	-0.526402	-0.881897	0.678947
3930	-1.39124	0.637352	1.99587	1	9252	9252	0.491353	2.69948	2913.17
3931	-2.1149	-1.31949	2.02123	1	32	32	-0.194658	-13.788	8.57368
3932	-2.47442	1.54477	2.92691	1	5206	5206	-0.0405384	1.97319	1453.24
3933	-3.14107	0.480507	1.22926	1	188	188	0.17088	-3.05107	55.1737
3934	-3.64445	0.417193	1.61496	1	51	51	0.546583	-8.64962	16.3263
3935	-3.87867	-0.107852	2.18066	0.984211	11	11	0.0354749	-14.8669	3.13158
3936	-3.87126	1.71092	2.5034	1	212	212	0.703474	-2.41057	69.8737
3937	-2.92642	0.0751355	2.39003	1	96	96	0.368611	-5.35731	29.4895
3938	-1.356	0.449462	2.79232	1	7322	7322	0.870049	2.53804	2491.72
3939	-2.22694	0.523446	2.40873	1	1309	1309	-0.46987	0.266385	327.6
3940	-2.5966	1.23854	1.71549	1	2163	2163	0.601505	1.17113	697.132
3941	-3.211	0.610633	2.07842	1	150	150	-0.148996	-4.03969	40.7579
3942	-2.89851	1.59798	2.22278	1	3131	3131	0.36032	1.52483	958.337
3943	-3.22239	-1.22743	1.34915	0.1	1	1	-1.16439	-0.879302	0.1
3944	-2.29449	1.54227	2.46442	1	8236	8236	0.787921	2.64277	2757.32
3945	-3.11994	1.51902	2.60833	1	1498	1498	0.692327	0.76781	491.979
3946	-2.77199	-1.38471	2.85713	0.973684	10	10	0.113926	-13.0409	2.91053
3947	-2.77927	-0.152107	2.15861	1	117	117	-0.0328586	-4.90154	32.7158
3948	-2.91734	-0.368058	1.85811	1	52	52	-0.798712	-11.0575	11.7526
3949	-2.46345	-0.411258	2.73668	1	111	111	0.720508	-4.42755	36.7632
3950	-2.02342	1.46452	2.2513	1	5738	5738	1.60977	2.4265	2237.81
3951	-3.74484	1.26103	1.15434	1	212	212	0.387288	-2.58296	65.3263
3952	-2.66461	0.969354	2.32491	1	1214	1214	0.0324805	0.331969	344.842
3953	-2.94051	-1.03044	2.77699	0.810526	13	13	-2.16334	-9.96872	1.47895
3954	-1.30956	1.79903	2.66789	1	19964	19964	4.56168	3.40282e+38	11742.7
3955	-1.09171	-1.4319	1.99765	1	192	192	0.164849	-2.99384	56.2684
3956	-1.52142	0.981047	2.26711	1	12063	12063	0.970532	3.07139	4186.43
3957	-1.89972	-0.562738	1.98267	1	562	562	-0.526141	-0.99804	138.479
3958	-2.92078	1.95948	2.2618	1	6094	6094	-0.0169541	2.14563	1710.77
3959	-3.82933	0.247089	2.04168	1	21	21	1.17861	-14.7541	7.74737
3960	-1.80496	1.91523	2.14593	1	18959	18959	2.94886	3.85908	9098.27
3961	-3.49276	-0.250874	2.72413	0.989474	15	15	-0.635441	-16.5132	3.5
3962	-3.12086	0.73517	2.75726	1	280	280	0.113479	-2.05488	81.0737
3963	-1.0366	0.0360955	1.33506	1	5245	5245	0.240658	2.05047	1563.19
3964	-1.71065	0.543126	1.90831	1	3661	3661	-0.537942	1.45543	899.611
3965	-3.84447	0.0615935	2.84858	0.957895	8	8	0.830376	-8.99923	2.81053
3966	-3.24342	0.734592	2.5604	1	157	157	0.421412	-3.42952	48.7579
3967	-3.03019	-0.195147	1.0695	1	44	44	0.128347	-10.3898	12.8
3968	-2.80797	-1.39939	1.1816	0.963158	8	8	0.358385	-12.1218	2.49474
3969	-1.06911	1.9592	2.31733	1	20000	20000	5.86629	3.40282e+38	13516
3970	-3.95944	1.99108	1.49188	1	763	763	0.135153	-0.260408	222.011
3971	-3.9023	1.90374	1.8709	1	744	744	0.313974	-0.238495	225.442
3972	-2.05149	1.789	1.55338	1	16166	16166	1.63222	3.49181	6328.65
3973	-3.80759	-1.72149	2.39387	0	0	0	0	0	0
3974	-3.80174	-0.308753	1.15657	0.768421	5	5	-0.47737	-2.9085	1.18947
3975	-2.43927	1.48906	2.26876	1	6618	6618	0.206609	2.28682	1957.25
3976	-2.14652	1.52344	2.48373	1	11362	11362	1.00584	3.01717	3970.1
3977	-3.15938	-1.23363	1.65534	0.189474	1	1	-0.59155	-0.0965971	0.189474
3978	-3.05521	0.0276158	2.55031	1	87	87	0.329348	-5.86293	26.4947
3979	-2.90885	1.41865	2.11052	1	2036	2036	-0.191385	0.894099	547.695
3980	-3.36153	-0.570455	1.48997	0.936842	14	14	-1.14137	-9.26822	2.71579
3981	-3.32519	-1.35007	2.52593	0	0	0	0	0	0
3982	-1.89825	-1.16025	1.4702	1	129	129	-1.43798	-6.43087	23.6947
3983	-2.35287	-0.131705	2.3717	1	299	299	-0.410412	-2.20611	75.9789
3984	-2.6023	0.956135	1.51483	1	1323	1323	1.1221	0.720341	472.758
3985	-2.29676	0.32314	1.18849	1	622	622	0.0786931	-0.583676	178.621
3986	-2.50558	1.67722	2.6383	1	7999	7999	0.62209	2.57764	2588.88
3987	-2.22505	0.137799	1.60625	1	559	559	0.0576338	-0.760196	159.737
3988	-1.12056	1.47338	1.57029	1	19528	19528	3.82374	3.40282e+38	10518.6
3989	-3.82303	-1.33077	2.86395	0.447368	6	6	-1.88764	-3.46687	0.689474
3990	-2.68881	-1.98868	1.04559	0.1	1	1	-1.16439	-0.879302	0.1
3991	-3.97056	0.987537	1.44137	1	74	74	-0.628832	-8.14478	17.6421
3992	-2.71996	1.4234	2.08913	1	3272	3272	0.188394	1.53093	963.695
3993	-3.67853	-1.91676	2.8194	0.478947	1	1	1.26176	1.3113	0.478947
3994	-3.80968	-0.493435	2.87959	0.963158	13	13	-0.381476	-11.9193	3.27895
3995	-1.64742	0.382622	2.53721	1	3529	3529	-0.370005	1.46442	906.989
3996	-1.56962	-1.07092	2.0525	1	265	265	-1.3589	-3.33014	50.3158
3997	-2.79272	1.75587	1.49043	1	5784	5784	0.223465	2.14955	1717.15
3998	-2.06119	-0.393738	1.04637	1	272	272	-0.332192	-2.3864	70.5526
3999	-3.4901	-1.70626	2.17688	0	0	0	0	0	0
4000	-1.41833	-0.229962	2.30372	1	1652	1652	0.411487	0.813521	511.353
4001	-2.67324	0.829873	1.38241	1	952	952	0.0346191	0.0144184	270.558
4002	-2.90351	-1.7885	2.06548	0.194737	3	3	-1.72331	-1.14276	0.3
4003	-3.8272	1.97204	1.38369	1	1053	1053	-0.510312	-0.0362023	260.653
4004	-3.51508	0.48491	2.97326	1	70	70	0.363988	-6.96182	21.4947
4005	-1.7665	-1.411	2.67648	1	51	51	-0.569634	-10.671	12.3421
4006	-1.83296	-1.59178	1.9106	1	466	466	-1.71751	-2.16359	77.3579
4007	-3.44211	-1.19108	2.74447	0.963158	16	16	-0.680486	-10.8699	3.68421
4008	-1.55119	1.54768	1.5029	1	18449	18449	2.68612	3.7937	8528.04
4009	-2.06543	1.10239	2.23656	1	6233	6233	0.707652	2.33679	2053.16
4010	-3.27884	1.62009	1.83159	1	1385	1385	0.275638	0.565941	416.063
4011	-1.57568	-1.60813	2.61606	1	1422	1422	-0.407312	0.392908	361.868
4012	-2.69866	1.68451	2.42934	1	3593	3593	0.121683	1.61623	1042.13
4013	-1.70019	-0.455154	2.97665	1	428	428	-0.338658	-1.40124	110.858
4014	-1.23619	1.05975	1.38161	1	16574	16574	1.86392	3.55658	6746.24
4015	-3.43859	-0.337569	2.49443	0.994737	15	15	0.62783	-15.8663	4.94737
4016	-3.32221	0.510876	2.28361	1	123	123	0.0355074	-4.62619	34.9684
4017	-1.58022	-1.62448	1.70722	1	34	34	-0.171089	-13.1723	9.16842
4018	-2.76123	-1.73799	1.05966	0.194737	2	2	-1.51284	-1.86305	0.2
4019	-3.91686	-0.191886	2.46805	0.884211	5	5	0.665315	-3.98606	1.71579
4020	-3.40888	0.761446	2.99032	1	105	105	0.519023	-4.82313	33.3316
4021	-3.99496	-0.17349	1.13811	0.584211	4	4	-0.219205	-3.39143	1.04211
4022	-1.94682	0.494929	1.0061	1	1934	1934	0.116683	0.920631	560.305
4023	-3.47691	0.0975984	2.77355	0.994737	23	23	-0.832809	-15.5893	5.07895
4024	-1.08206	-0.598828	2.55655	1	1602	1602	0.035891	0.675548	455.421
4025	-3.64919	-0.575998	2.39951	0.684211	4	4	-0.367856	-2.31048	0.984211
4026	-3.74135	-1.90277	2.54289	0.763158	8	8	-1.43518	-2.61055	1.29474
4027	-1.35118	0.126782	2.70444	1	4070	4070	0.648194	1.87438	1324.44
4028	-1.45662	0.268283	1.36817	1	4030	4030	0.381186	1.80313	1239.14
4029	-2.34355	-1.10873	1.67831	1	31	31	-0.435816	-14.7276	7.76842
4030	-1.91601	-0.833956	1.05663	1	223	223	-0.96342	-3.46046	48.2895
4031	-1.80573	1.99044	2.42633	1	16740	16740	2.68875	3.69582	7741.04
4032	-3.24474	-1.9779	1.51254	0	0	0	0	0	0
4033	-2.86093	-1.19068	1.68964	0.763158	7	7	-0.551541	-1.81948	1.64211
4034	-1.83377	-0.287641	2.63519	1	1039	1039	-0.290135	0.0244566	272.579
4035	-1.22931	1.38495	1.69047	1	19454	19454	3.20247	3.9203	9667.12
4036	-2.42515	0.846165	1.29209	1	1658	1658	0.0208421	0.712488	469.663
4037	-3.41257	1.55665	1.51896	1	884	884	-0.198911	-0.165807	237.337
4038	-3.05411	1.09101	2.72133	1	728	728	0.0335779	-0.362908	206.847
4039	-2.63306	-0.010298	2.48279	1	168	168	0.128833	-3.42504	48.8263
4040	-2.11246	-0.626587	1.13069	1	170	170	0.167346	-3.35913	49.8526
4041	-1.03921	-1.97607	2.00511	1	153	153	-1.25413	-5.27101	30.0579
4042	-3.93887	-0.109827	1.81221	0.926316	7	7	0.33427	-7.21101	2.17368
4043	-3.12232	-0.20003	1.87037	1	28	28	0.982139	-12.5094	9.87895
4044	-1.76388	-0.977741	2.74152	1	171	171	-0.608715	-4.00764	41.1211
4045	-1.59131	-1.13703	2.02071	1	690	690	-1.40443	-1.11892	129.216
4046	-3.7448	1.65167	1.6287	1	474	474	0.634035	-0.82102	153.879
4047	-2.33619	-0.644642	1.43904	1	49	49	0.270888	-9.35052	14.7421
4048	-3.62603	-0.619793	2.03492	0.752632	4	4	0.105124	-2.97238	1.16842
4049	-1.97291	1.58098	1.17953	1	14461	14461	1.09799	3.28101	5142.4
4050	-1.54693	1.56192	1.65011	1	16388	16388	2.77137	3.68639	7669.2
4051	-2.61112	-1.82506	2.60988	0.521053	7	7	-2.12144	-4.98359	0.7
4052	-2.34706	1.791	1.2826	1	11664	11664	0.684111	2.97872	3823.61
4053	-3.22041	-0.389771	1.81932	1	24	24	0.461304	-14.9761	7.57368
4054	-1.73615	0.881168	1.93894	1	6733	6733	-0.0823326	2.2338	1860.59
4055	-1.33677	0.429249	2.86123	1	2890	2890	0.408254	1.4484	893.884
4056	-3.44105	0.0624973	2.93501	1	24	24	-0.247127	-16.8055	6.33158
4057	-2.518	-0.434205	2.88086	1	74	74	-0.300568	-7.58217	19.3211
4058	-3.68655	1.69204	2.3232	1	649	649	0.249367	-0.45923	193.837
4059	-1.23016	-1.5688	2.35081	1	798	798	-1.84797	-1.16901	125.642
4060	-2.88509	0.376222	1.17026	1	237	237	-0.0152674	-2.53435	66.5579
4061	-1.74656	0.448834	1.38809	1	2949	2949	0.230828	1.42735	876.974
4062	-3.2867	-1.99266	2.41638	0.1	1	1	-1.16439	-0.879302	0.1
4063	-2.81417	0.793265	2.75452	1	110	110	0.132007	-4.99591	32
4064	-1.14521	-0.391828	2.60272	1	3343	3343	-0.0598957	1.49057	928.837
4065	-1.65178	0.78856	2.75115	1	7305	7305	0.967292	2.55532	2533.65
4066	-3.17542	0.188972	1.34947	1	59	59	-0.181667	-8.83406	15.8842
4067	-3.67783	1.1898	2.12114	1	146	146	0.940452	-3.31808	50.5105
4068	-1.95549	-0.129456	1.35911	1	553	553	-0.667949	-1.09502	130.974
4069	-1.83572	-1.07081	1.61811	1	97	97	-0.681941	-6.63657	22.8
4070	-2.60539	0.261857	2.38527	1	213	213	0.390386	-2.56889	65.6789
4071	-1.1163	-1.02683	1.45781	1	453	453	-0.27096	-1.26171	119.405
4072	-2.99738	-1.54258	2.49709	0.505263	1	1	1.43024	1.4094	0.505263
4073	-3.25055	1.51182	2.62213	1	1430	1430	0.784294	0.734741	478.495
4074	-3.06358	0.469983	2.14318	1	167	167	0.018197	-3.52899	47.2789
4075	-2.49788	1.84699	2.85742	1	2336	2336	0.932265	1.33221	804.811
4076	-2.60885	-1.4291	2.40528	0.752632	8	8	-1.40372	-5.258	1.31579
4077	-3.42988	0.535865	2.44538	1	87	87	-0.940773	-7.71905	18.8895
4078	-1.15837	0.748026	1.06839	1	13266	13266	0.830542	3.14037	4479.2
4079	-2.68986	1.99048	1.92759	1	10165	10165	0.56017	2.81131	3247.62
4080	-2.07412	0.228949	2.07159	1	935	935	-0.613412	-0.241627	224.947
4081	-1.96086	0.395295	2.50559	1	2122	2122	0.542551	1.13544	675.511
4082	-3.01603	-1.85268	1.03757	0.484211	3	3	-0.410035	0.489728	0.715789
4083	-3.202	0.700363	2.48436	1	144	144	0.517453	-3.64351	45.6684
4084	-3.139	-1.97748	2.85407	0.994737	44	44	-0.0601738	-7.94447	12.2158
4085	-3.19538	-1.07486	2.74082	0.894737	11	11	-0.981961	-5.42181	2.24211
4086	-3.01916	-1.23476	2.42804	0.963158	20	20	-1.84154	-10.7675	2.90526
4087	-3.25701	-1.15103	2.11869	0.8	8	8	-1.39585	-5.23782	1.32105
4088	-2.57693	0.139052	1.96384	1	260	260	-0.101753	-2.3535	71.4947
4089	-1.3295	-0.985526	2.44307	1	330	330	-0.417939	-1.98291	83.6947
4090	-2.55812	0.788041	1.526	1	907	907	0.725437	0.15173	299.942
4091	-1.82443	-0.0343889	1.1536	1	1005	1005	0.317915	0.172709	304.779
4092	-3.68143	1.37154	2.44538	1	296	296	0.825831	-1.60471	99.9684
4093	-2.4337	-0.993794	1.16523	0.994737	24	24	-0.0640152	-12.9008	6.65263
4094	-3.18839	-1.99586	1.39559	0.268421	1	1	-0.0861022	0.380606	0.268421
4095	-1.74665	-0.00329281	2.21292	1	1253	1253	-0.364431	0.246041	322.468
4096	-3.34185	-0.712896	1.006	0.947368	9	9	-0.399526	-10.8386	2.24211
4097	-2.45887	-0.996883	1.4204	0.994737	22	22	-0.995765	-16.6735	4.58947
4098	-3.92159	-1.66339	2.09103	0	0	0	0	0	0
4099	-1.14571	0.475437	1.48866	1	8709	8709	-0.174552	2.47851	2352.71
4100	-3.70322	0.851946	1.09974	1	72	72	-0.051758	-7.36578	20.0368
4101	-2.54334	-1.75932	2.7358	1	75	75	-1.71718	-10.7346	12.2421
4102	-1.90569	-1.35942	2.77434	1	160	160	-1.61026	-5.67194	27.5632
4103	-3.37259	-0.116984	1.54085	1	27	27	0.199203	-14.4435	8
4104	-1.04722	-1.2846	1.35935	1	2149	2149	-1.50355	0.481766	388.563
4105	-3.37298	-0.168241	2.72372	1	39	39	-0.410828	-12.5281	9.85789
4106	-3.34414	-1.96118	1.94446	0.578947	7	7	-1.82325	-2.66521	0.878947
4107	-3.17382	-1.91022	1.80527	0	0	0	0	0	0
4108	-1.17505	-1.84941	2.7279	1	685	685	-2.20548	-1.79258	91.3158
