Sim	LOG10_N_NOW	LOG10_MUTATION_RATE	N_NOW	MUTATION_RATE	H_1	S_1	prS_1	D_1	FS_1	Pi_1
9351	3.42476	-6.6881	2659	2.05069e-07	0.984211	83	83	-0.690278	-2.24806	19.4474
9352	5.17777	-8.06521	150579	8.6058e-09	0.978947	153	153	0.249542	0.340465	45.7263
9353	2.91019	-7.54848	813	2.82826e-08	0.594737	2	2	0.610505	0.474554	0.710526
9354	3.91528	-6.49468	8227	3.20123e-07	0.989474	353	353	0.402303	1.39181	109.095
9355	3.72238	-6.3876	5276	4.09634e-07	0.984211	250	250	-0.850012	0.879651	56.0737
9356	5.52092	-8.16487	331832	6.84121e-09	1	176	176	-1.18451	-4.57269	35.4368
9357	3.09107	-6.51773	1233	3.03576e-07	0.952632	55	55	0.353049	0.00214675	16.8579
9358	5.96092	-7.09555	913941	8.02509e-08	1	5842	5842	0.379875	2.19658	1795.75
9359	3.98988	-8.89282	9769	1.27992e-09	0	0	0	0	0	0
9360	2.66487	-7.37845	462	4.18363e-08	0.852632	7	7	-0.349822	-2.65533	1.76316
9361	2.1204	-6.20384	131	6.25403e-07	0.736842	5	5	-0.72876	-2.04503	1.07368
9362	4.47892	-7.8718	30124	1.34339e-08	0.984211	85	85	-0.69072	-2.16031	19.9158
9363	2.39936	-8.759	250	1.74181e-09	0	0	0	0	0	0
9364	4.33456	-7.91762	21605	1.20887e-08	0.926316	30	30	-0.08455	0.018525	8.27368
9365	3.63003	-7.31753	4266	4.81361e-08	0.647368	17	17	-0.429094	0.231223	4.24211
9366	2.90246	-7.59185	798	2.55947e-08	0	0	0	0	0	0
9367	2.63876	-8.86632	435	1.36044e-09	0	0	0	0	0	0
9368	4.24912	-7.32373	17746	4.74538e-08	0.947368	144	144	0.226299	4.54179	42.8105
9369	3.7989	-7.90286	6293	1.25065e-08	0.831579	14	14	-0.0623633	0.798894	3.87895
9370	2.48364	-7.01116	304	9.74635e-08	0.5	3	3	-0.908747	-1.31961	0.557895
9371	5.15029	-6.65238	141349	2.2265e-07	1	4336	4336	1.50707	2.11465	1661.17
9372	3.90257	-7.33749	7990	4.59736e-08	0.894737	93	93	-2.0314	2.58374	13.2316
9373	5.03498	-8.5626	108388	2.73779e-09	0.936842	21	21	-0.158327	-2.15002	5.67368
9374	3.88966	-6.93067	7756	1.17308e-07	0.952632	75	75	-1.78219	-0.335401	11.9053
9375	3.35674	-6.5877	2273	2.58405e-07	0.957895	54	54	-0.879265	-0.335401	11.9053
9376	3.97511	-7.67572	9442	2.10998e-08	0.894737	23	23	-0.220932	-1.00006	6.11053
9377	5.16403	-6.05573	145891	8.7956e-07	1	10337	10337	1.16844	2.95193	3724.84
9378	3.11746	-6.33958	1310	4.57527e-07	0.978947	94	94	-0.218572	-1.37285	25.0842
9379	4.44378	-6.75035	27782	1.77683e-07	0.984211	1398	1398	1.74829	8.21745	558.421
9380	4.99727	-6.99363	99372	1.01478e-07	1	1045	1045	0.782641	0.349304	349.584
9381	2.13646	-8.66068	136	2.18435e-09	0	0	0	0	0	0
9382	4.85678	-6.69706	71908	2.00882e-07	1	2091	2091	0.878037	1.19622	712.795
9383	2.3329	-8.70693	215	1.96366e-09	0	0	0	0	0	0
9384	5.21094	-6.8442	162534	1.43151e-07	0.994737	1632	1632	-1.45888	1.9789	299.932
9385	2.27471	-6.46671	188	3.41419e-07	0.336842	6	6	0.621525	5.38763	2.02105
9386	2.64961	-6.57691	446	2.64902e-07	0.868421	17	17	1.02945	1.44394	6.11053
9387	4.78617	-7.91365	61117	1.21997e-08	0.968421	89	89	-0.826519	-0.271215	20.0263
9388	2.18697	-7.23398	153	5.8347e-08	0.742105	6	6	0.879384	0.902751	2.15789
9389	2.56418	-7.08508	366	8.221e-08	0.663158	7	7	0.290418	0.88879	2.14737
9390	2.3868	-8.3609	243	4.35612e-09	0	0	0	0	0	0
9391	3.87756	-6.49872	7543	3.17159e-07	0.989474	219	219	-0.931152	-0.553189	47.9
9392	4.44591	-6.78385	27919	1.64494e-07	0.994737	659	659	0.897438	1.46453	225.595
9393	4.10684	-8.66247	12789	2.17533e-09	0.678947	6	6	1.60337	2.5703	2.54211
9394	5.02075	-7.82387	104894	1.50012e-08	0.984211	260	260	-0.156462	0.386034	70.5316
9395	5.84534	-7.60622	700389	2.47614e-08	1	2997	2997	-0.168914	1.34039	810.747
9396	5.02408	-6.80662	105702	1.56093e-07	1	2070	2070	1.65913	1.34527	814.316
9397	3.18814	-8.17056	1542	6.75219e-09	0.189474	1	1	-0.59155	-0.0965971	0.189474
9398	4.00218	-6.06036	10050	8.70233e-07	1	1204	1204	0.484305	0.449471	378.595
9399	2.344	-8.65942	220	2.19066e-09	0.1	1	1	-1.16439	-0.879302	0.1
9400	4.02971	-8.48978	10708	3.23756e-09	0.552632	3	3	-0.692639	-1.06153	0.626316
9401	2.01902	-6.49768	104	3.17923e-07	0.268421	1	1	-0.0861022	0.380606	0.268421
9402	4.3723	-8.62154	23566	2.39032e-09	0.468421	6	6	-1.41159	1.08474	0.942105
9403	3.33884	-7.01995	2181	9.55107e-08	0.821053	31	31	1.36459	4.31235	11.7737
9404	5.3198	-8.84313	208831	1.43507e-09	0.957895	60	60	-0.445493	-1.20126	15.0526
9405	3.81885	-8.49943	6589	3.16645e-09	0.194737	2	2	-1.51284	-1.86305	0.2
9406	2.52647	-8.34329	336	4.53637e-09	0	0	0	0	0	0
9407	5.15419	-8.14583	142622	7.14781e-09	0.968421	129	129	-1.20256	0.506243	25.7684
9408	5.65108	-8.09104	447794	8.10883e-09	1	887	887	0.790335	0.139671	297.205
9409	5.26429	-7.68686	183775	2.05655e-08	0.989474	457	457	0.285456	1.93141	137.616
9410	3.0684	-8.68996	1170	2.04192e-09	0	0	0	0	0	0
9411	2.04676	-6.93237	111	1.16851e-07	0.842105	6	6	-0.399992	-2.16031	1.47895
9412	2.84468	-6.30419	699	4.96379e-07	0.963158	44	44	-1.43077	-2.70581	7.96842
9413	5.3587	-8.01512	228401	9.65789e-09	0.994737	299	299	0.808063	-0.0456435	100.621
9414	2.85848	-7.28883	721	5.14246e-08	0.189474	3	3	-0.8755	1.6347	0.568421
9415	2.10962	-7.83983	128	1.44601e-08	0.394737	2	2	0.938857	2.34328	0.789474
9416	5.0349	-8.73374	108366	1.84613e-09	0.936842	26	26	-0.979667	-2.29084	5.47895
9417	2.73439	-6.21047	542	6.1593e-07	0.926316	33	33	0.449921	-0.0119166	10.3632
9418	2.32567	-8.24854	211	5.64235e-09	0	0	0	0	0	0
9419	2.18085	-8.01974	151	9.55563e-09	0	0	0	0	0	0
9420	5.30379	-8.32883	201273	4.68999e-09	0.984211	193	193	0.38706	1.03533	59.4737
9421	3.18575	-8.04757	1533	8.96245e-09	0.689474	3	3	0.0221814	-0.372395	0.852632
9422	2.49976	-6.42603	316	3.74943e-07	0.905263	13	13	-0.662823	-2.75676	2.99474
9423	3.81161	-8.79957	6480	1.58646e-09	0.268421	2	2	-0.111868	1.5237	0.536842
9424	4.07983	-7.80471	12017	1.56781e-08	0.968421	29	29	-0.196676	-3.96994	7.76316
9425	3.74723	-8.48324	5587	3.28667e-09	0.363158	3	3	-1.19135	-1.71291	0.468421
9426	5.06103	-7.45317	115087	3.5223e-08	1	469	469	0.597141	-0.851153	151.089
9427	2.34448	-8.63789	221	2.30204e-09	0.521053	1	1	1.53133	1.46699	0.521053
9428	3.64539	-6.252	4419	5.5976e-07	1	365	365	-0.929372	-2.08637	79.9684
9429	4.60204	-7.01031	39998	9.76542e-08	0.989474	494	494	1.55408	2.71485	191.021
9430	2.17894	-8.74733	150	1.78926e-09	0	0	0	0	0	0
9431	4.45922	-7.49041	28788	3.23286e-08	0.973684	103	103	-0.209551	0.712142	27.5526
9432	2.90538	-8.30704	804	4.93133e-09	0.336842	1	1	0.351953	0.720808	0.336842
9433	5.48168	-6.55758	303168	2.76964e-07	1	9027	9027	0.850104	2.75007	3059.82
9434	2.37585	-6.20832	237	6.18978e-07	0.894737	14	14	-0.521306	-0.474341	3.38421
9435	5.32729	-6.46212	212466	3.45048e-07	1	8829	8829	1.86141	2.91484	3592.38
9436	5.13212	-7.74708	135554	1.79029e-08	0.989474	374	374	-0.0278486	1.29745	104.716
9437	2.00362	-8.71545	100	1.92551e-09	0	0	0	0	0	0
9438	3.35236	-7.51176	2250	3.07782e-08	0.1	1	1	-1.16439	-0.879302	0.1
9439	4.41236	-8.7286	25844	1.8681e-09	0.621053	10	10	-0.160316	2.77217	2.68947
9440	3.94902	-6.22898	8892	5.90231e-07	0.989474	480	480	-0.273343	1.73363	126.447
9441	4.71113	-7.34583	51420	4.50995e-08	1	386	386	0.238607	-1.33133	115.021
9442	4.10262	-6.17046	12665	6.7537e-07	1	909	909	-0.870455	-0.39079	202.963
9443	5.08768	-8.23342	122370	5.84231e-09	0.973684	216	216	1.4345	3.16566	81.9
9444	5.44964	-6.14218	281602	7.20817e-07	1	15061	15061	0.707365	3.24439	4960.67
9445	2.23769	-8.19817	172	6.33615e-09	0	0	0	0	0	0
9446	2.6261	-8.65604	422	2.20781e-09	0	0	0	0	0	0
9447	3.97972	-6.06004	9543	8.70883e-07	1	838	838	0.271272	-0.0851632	251.511
9448	3.76278	-6.36361	5791	4.32899e-07	0.989474	206	206	0.787503	0.337181	69.0737
9449	3.26628	-8.90972	1846	1.23105e-09	0.1	1	1	-1.16439	-0.879302	0.1
9450	4.0796	-6.12954	12011	7.421e-07	0.994737	1399	1399	0.32895	2.61291	425.284
9451	3.85488	-7.71153	7159	1.943e-08	0.905263	14	14	-1.23413	-6.02805	2.61579
9452	5.6447	-7.4606	441267	3.46257e-08	1	1126	1126	-1.40473	-0.334046	210.974
9453	3.97788	-8.3584	9503	4.38127e-09	0.689474	3	3	1.95053	2.21402	1.46316
9454	5.95982	-8.57118	911624	2.68422e-09	0.989474	319	319	-0.090568	0.896844	87.9632
9455	3.39514	-8.53254	2483	2.93401e-09	0.1	1	1	-1.16439	-0.879302	0.1
9456	2.21437	-6.90629	163	1.24082e-07	0.442105	6	6	1.81164	6.67803	2.65263
9457	4.41523	-6.66762	26015	2.14971e-07	1	1127	1127	-0.0455194	0.212468	314.216
9458	5.7108	-7.49955	513806	3.16559e-08	1	1936	1936	-0.326772	0.794472	503.174
9459	2.03306	-8.26093	107	5.48371e-09	0.394737	1	1	0.722614	0.976063	0.394737
9460	5.16117	-6.02512	144934	9.43793e-07	1	10304	10304	0.61787	2.83765	3331.95
9461	3.99029	-8.80839	9778	1.55457e-09	0	0	0	0	0	0
9462	3.64264	-6.37499	4391	4.21701e-07	0.989474	397	397	0.625118	1.77401	128.658
9463	3.52896	-7.93939	3380	1.14978e-08	0.768421	8	8	-0.0192086	0.0515655	2.24211
9464	4.02586	-7.53668	10613	2.90616e-08	0.952632	35	35	-0.389252	-2.24396	8.89474
9465	4.40152	-8.62733	25206	2.35867e-09	0.626316	3	3	-0.16068	-0.530468	0.794737
9466	4.02451	-7.61955	10580	2.40134e-08	0.957895	37	37	-0.44765	-3.11814	9.25263
9467	4.96672	-8.00569	92624	9.86974e-09	0.963158	142	142	0.738882	1.41023	47.1789
9468	5.48033	-6.06036	302225	8.70244e-07	1	15360	15360	1.3689	3.39301	5741.52
9469	5.79033	-6.75542	617066	1.75624e-07	1	8743	8743	-0.327136	2.4424	2272.29
9470	2.06192	-8.1847	115	6.53586e-09	0	0	0	0	0	0
9471	2.98905	-7.15185	975	7.04942e-08	0.826316	13	13	0.426096	0.972883	4.09474
9472	2.64926	-8.79661	445	1.59732e-09	0.521053	1	1	1.53133	1.46699	0.521053
9473	5.07881	-8.72204	119898	1.89654e-09	0.921053	42	42	0.260419	1.46592	12.6105
9474	4.81598	-7.14021	65460	7.2408e-08	0.989474	1053	1053	0.296645	3.99682	317.826
9475	4.39098	-8.73853	24602	1.82588e-09	0.8	8	8	1.54623	2.24244	3.28947
9476	3.48932	-6.51361	3085	3.0647e-07	0.973684	124	124	0.599543	0.927644	40.0316
9477	3.71885	-7.81297	5234	1.53827e-08	0.842105	15	15	0.053616	-0.55167	4.28947
9478	3.80277	-8.9893	6350	1.02495e-09	0.678947	2	2	1.13587	0.820314	0.836842
9479	4.75124	-7.26078	56394	5.48556e-08	0.978947	535	535	0.514344	5.91163	169.353
9480	4.5722	-7.45623	37342	3.49757e-08	0.994737	368	368	1.33114	0.547735	136.816
9481	3.06514	-8.27472	1161	5.31225e-09	0	0	0	0	0	0
9482	2.50983	-8.76895	323	1.70236e-09	0	0	0	0	0	0
9483	5.63423	-7.68738	430754	2.0541e-08	1	926	926	-0.00871002	-0.0371669	260.468
9484	4.14235	-7.39197	13878	4.05539e-08	0.957895	98	98	0.800894	3.33965	33.0105
9485	2.03103	-6.49486	107	3.1999e-07	0.615789	8	8	2.36435	6.13294	3.83684
9486	5.18463	-7.83499	152976	1.46221e-08	0.989474	323	323	1.42205	1.6522	122.095
9487	4.59445	-6.89059	39305	1.28649e-07	0.989474	351	351	-1.12383	0.443282	72.2842
9488	4.47718	-6.99367	30004	1.01468e-07	1	383	383	0.218216	-1.35475	113.6
9489	4.53663	-8.95506	34405	1.10903e-09	0.6	6	6	0.998395	2.11595	2.22105
9490	3.69723	-7.86398	4980	1.36779e-08	0.668421	9	9	-0.28537	1.12095	2.32632
9491	4.66291	-6.21982	46016	6.02803e-07	1	2738	2738	-0.804973	1.04433	623.653
9492	5.37889	-8.74263	239272	1.80873e-09	0.978947	76	76	0.53725	-0.539831	24.2421
9493	5.43175	-8.2069	270242	6.21016e-09	0.989474	236	236	0.309326	0.416831	71.4684
9494	3.33077	-7.00601	2141	9.86259e-08	0.689474	46	46	-0.801744	4.97645	10.3737
9495	3.69151	-7.70237	4914	1.98439e-08	0.884211	24	24	-0.979572	-0.833325	5.04737
9496	3.77717	-7.76528	5986	1.71679e-08	0.915789	13	13	-1.02753	-4.56317	2.62632
9497	4.96175	-8.45869	91569	3.47781e-09	0.936842	45	45	-0.876024	-0.159985	9.91053
9498	3.90244	-6.42322	7988	3.77381e-07	1	378	378	0.445972	-1.28468	117.932
9499	5.86975	-7.62246	740889	2.38528e-08	1	2811	2811	-0.747821	1.09354	651.079
9500	3.79401	-8.69722	6223	2.00809e-09	0.510526	2	2	0.0632525	0.0664083	0.578947
9501	3.83398	-6.93296	6823	1.16692e-07	0.963158	119	119	0.593091	2.81571	38.3684
9502	2.78248	-8.34278	606	4.54168e-09	0	0	0	0	0	0
9503	3.68572	-7.66319	4849	2.17177e-08	0.915789	19	19	-0.180439	-0.798493	5.1
9504	5.93629	-7.96824	863558	1.07588e-08	1	1203	1203	0.186927	0.36596	354.216
9505	4.15096	-8.44102	14156	3.62225e-09	0.573684	12	12	1.31451	5.17216	4.62105
9506	4.6835	-8.93056	48250	1.17338e-09	0.789474	6	6	0.591772	-0.261965	2.00526
9507	2.62745	-8.36848	424	4.28077e-09	0	0	0	0	0	0
9508	2.28118	-6.43587	191	3.66551e-07	0.363158	4	4	-1.63814	-1.61348	0.489474
9509	4.00529	-6.15893	10122	6.93538e-07	1	982	982	0.36491	0.155964	300.911
9510	4.40563	-8.85111	25446	1.40894e-09	0.763158	9	9	-0.42093	0.0315886	2.22632
9511	3.88041	-8.77078	7592	1.69521e-09	0.415789	2	2	0.698066	0.534807	0.731579
9512	2.35004	-6.27951	223	5.25398e-07	0.910526	13	13	-0.761816	-1.87916	2.89474
9513	3.5062	-8.67857	3207	2.09619e-09	0.336842	1	1	0.351953	0.720808	0.336842
9514	2.77086	-7.71138	590	1.94366e-08	0.394737	1	1	0.722614	0.976063	0.394737
9515	3.12683	-8.47893	1339	3.31949e-09	0	0	0	0	0	0
9516	4.73881	-8.12929	54803	7.42528e-09	0.973684	83	83	1.06559	0.0425852	29.4895
9517	3.90897	-8.28605	8109	5.17542e-09	0.442105	1	1	1.02588	1.16902	0.442105
9518	4.83119	-7.07225	67794	8.46732e-08	0.984211	711	711	-0.157141	2.73852	192.884
9519	5.07945	-7.09735	120074	7.99185e-08	0.994737	1285	1285	0.362304	2.47134	393.516
9520	2.06198	-8.99032	115	1.02254e-09	0	0	0	0	0	0
9521	5.05218	-7.84299	112767	1.43551e-08	0.978947	459	459	2.3499	4.6258	202.147
9522	2.25303	-7.88026	179	1.31747e-08	0.7	3	3	1.86741	2.16173	1.43684
9523	5.84976	-7.89634	707559	1.26957e-08	1	774	774	-0.852701	-0.626849	173.726
9524	3.29625	-6.49918	1978	3.16828e-07	0.978947	65	65	-0.528749	-3.0397	15.9368
9525	5.21554	-7.8946	164264	1.27469e-08	0.994737	408	408	-1.18047	-0.454023	82.4895
9526	4.66485	-7.38631	46221	4.1086e-08	0.973684	187	187	-1.05892	0.87096	39.2579
9527	2.70989	-8.17557	512	6.67471e-09	0.521053	1	1	1.53133	1.46699	0.521053
9528	3.6649	-8.49522	4622	3.19724e-09	0.626316	5	5	0.173961	0.962652	1.48947
9529	2.84708	-6.12708	703	7.46305e-07	0.968421	147	147	0.0317252	2.04457	41.7526
9530	4.0451	-6.66346	11094	2.17041e-07	1	413	413	-1.15489	-1.96903	84.2158
9531	4.70297	-7.95043	50462	1.12091e-08	0.989474	124	124	0.0460624	-1.38197	35.3421
9532	3.3137	-7.39646	2059	4.01362e-08	0.8	22	22	1.03339	3.52533	7.87368
9533	3.69312	-8.14438	4933	7.17162e-09	0.736842	5	5	0.745303	-0.637224	1.75263
9534	5.83956	-6.64916	691123	2.24308e-07	1	13148	13148	-0.0448438	2.93574	3666.43
9535	2.99227	-6.89277	982	1.28006e-07	0.768421	13	13	0.556349	1.07625	4.22632
9536	4.12259	-6.99686	13261	1.00726e-07	0.973684	229	229	0.667531	2.86357	74.9105
9537	2.57255	-8.30118	373	4.99823e-09	0	0	0	0	0	0
9538	3.53368	-6.20339	3417	6.26054e-07	0.989474	270	270	-1.7929	-0.814076	43.3368
9539	5.59574	-6.5619	394220	2.74218e-07	1	9098	9098	0.709069	2.72895	2997.71
9540	3.96242	-8.37513	9171	4.21573e-09	0.278947	2	2	-1.1407	-1.20637	0.289474
9541	5.58149	-8.29477	381496	5.07259e-09	1	331	331	0.196017	-1.65177	97.6842
9542	5.67307	-7.49142	471049	3.22536e-08	1	1221	1221	-0.822556	0.0441752	276.605
9543	3.99179	-7.99546	9812	1.0105e-08	0.926316	11	11	-0.843494	-5.12895	2.36316
9544	5.84725	-6.17181	703477	6.73274e-07	1	19061	19061	3.83411	3.40282e+38	10280.3
9545	5.25881	-7.73222	181470	1.85258e-08	0.994737	290	290	-0.524726	-0.767095	71.4474
9546	4.73077	-6.04126	53798	9.09377e-07	1	4098	4098	-0.523252	1.58329	1011.05
9547	3.5446	-8.06074	3504	8.69471e-09	0.363158	5	5	-1.78003	-1.19664	0.589474
9548	3.89031	-8.71401	7768	1.93194e-09	0.542105	2	2	0.0632525	0.0664083	0.578947
9549	2.97013	-6.50904	933	3.0971e-07	0.984211	34	34	-1.01701	-7.61996	7.11579
9550	5.95931	-8.90929	910569	1.23228e-09	0.968421	197	197	1.39644	2.83199	74.2053
9551	3.8758	-7.46591	7512	3.42052e-08	0.921053	26	26	0.361175	-0.0886224	8.01053
9552	3.37201	-7.21322	2355	6.12047e-08	0.873684	21	21	-0.0734966	-1.17882	5.80526
9553	3.89238	-7.70659	7805	1.96519e-08	0.894737	11	11	0.631488	-1.07783	3.65263
9554	4.47853	-6.97616	30097	1.05643e-07	1	463	463	-0.913107	-1.56454	101.984
9555	5.10745	-8.75586	128070	1.75444e-09	0.936842	103	103	-2.34092	-0.981498	12.5
9556	2.82578	-8.19288	669	6.41387e-09	0	0	0	0	0	0
9557	2.57175	-8.73396	373	1.8452e-09	0	0	0	0	0	0
9558	2.38462	-6.93152	242	1.1708e-07	0.7	5	5	2.05939	3.83533	2.35789
9559	5.85483	-8.95398	715866	1.11178e-09	0.978947	88	88	-0.592691	-0.954966	21.2158
9560	2.24774	-8.01615	176	9.6349e-09	0	0	0	0	0	0
9561	2.1707	-8.61129	148	2.44744e-09	0	0	0	0	0	0
9562	5.17515	-8.34651	149673	4.50287e-09	0.915789	90	90	-0.383488	0.999941	22.9947
9563	2.93384	-8.94215	858	1.14249e-09	0.394737	1	1	0.722614	0.976063	0.394737
9564	3.29884	-7.35737	1989	4.39165e-08	0.878947	14	14	-0.540835	-1.35557	3.36316
9565	5.03937	-6.14315	109490	7.19204e-07	0.994737	9813	9813	1.68396	6.82867	3875.78
9566	3.25029	-8.32704	1779	4.70938e-09	0	0	0	0	0	0
9567	2.14335	-7.77232	139	1.68918e-08	0	0	0	0	0	0
9568	2.00738	-7.121	101	7.5683e-08	0.568421	2	2	0.282154	0.236982	0.631579
9569	2.36856	-6.51124	233	3.08146e-07	0.605263	10	10	1.85079	4.81067	4.31053
9570	3.62682	-6.57464	4234	2.66295e-07	0.994737	187	187	1.16389	-0.896162	67.4947
9571	3.48455	-6.16058	3051	6.90903e-07	0.978947	389	389	1.04835	3.39313	137.184
9572	5.52319	-7.53974	333569	2.88574e-08	1	924	924	-0.812462	-0.341337	209.921
9573	3.51967	-7.34063	3308	4.56423e-08	0.910526	35	35	-0.401915	-0.533006	8.86316
9574	2.76985	-8.49504	588	3.19859e-09	0	0	0	0	0	0
9575	2.3185	-7.64012	208	2.29024e-08	0	0	0	0	0	0
9576	5.08248	-6.91503	120915	1.21609e-07	1	1803	1803	0.813466	1.01289	606.811
9577	2.2819	-8.88737	191	1.29608e-09	0	0	0	0	0	0
9578	4.87066	-8.26611	74243	5.4186e-09	0.968421	85	85	1.6048	1.30906	33.3526
9579	3.90211	-6.19867	7981	6.32896e-07	0.994737	478	478	1.06113	0.938812	168.947
9580	4.375	-6.45971	23713	3.46966e-07	0.994737	667	667	0.537836	1.35357	212.174
9581	3.35598	-6.62986	2269	2.34497e-07	0.978947	95	95	0.025209	-0.222932	26.9421
9582	3.07163	-6.09478	1179	8.03939e-07	0.973684	94	94	1.12697	0.43591	33.7737
9583	4.84097	-8.22008	69337	6.02449e-09	0.952632	33	33	-1.22102	-5.00973	6.42105
9584	3.55297	-7.03145	3572	9.30154e-08	0.947368	63	63	-0.188818	0.0161102	16.9316
9585	4.83505	-7.37091	68399	4.25691e-08	0.984211	386	386	0.377529	2.9557	118.642
9586	3.98813	-6.61383	9730	2.43313e-07	0.989474	239	239	0.666324	0.624526	78.1579
9587	5.74286	-7.17408	553173	6.69763e-08	1	4367	4367	0.416602	1.89726	1353.14
9588	4.22931	-7.95695	16955	1.10422e-08	0.942105	31	31	0.219521	-0.398251	9.22632
9589	2.23638	-6.73127	172	1.85664e-07	0.431579	3	3	-1.19135	-1.71291	0.468421
9590	4.00066	-6.03351	10015	9.2575e-07	0.994737	1392	1392	-0.591623	2.18964	336.979
9591	4.17503	-7.8272	14963	1.48868e-08	0.905263	43	43	-1.31571	-0.0389041	8.13158
9592	5.81517	-6.26076	653389	5.48586e-07	1	18219	18219	1.46561	3.58358	6928.48
9593	4.45315	-7.43242	28389	3.69471e-08	0.973684	126	126	0.548538	0.942516	40.2368
9594	5.82565	-8.79771	669349	1.59326e-09	0.978947	94	94	0.408967	-0.911575	29.1368
9595	4.79594	-6.77439	62508	1.68118e-07	1	1028	1028	-0.496302	-0.0638877	255.432
9596	2.95236	-7.69214	896	2.03171e-08	0.621053	4	4	-0.557047	-1.35591	0.910526
9597	2.48329	-6.40898	304	3.89962e-07	0.8	7	7	-0.200725	-1.43909	1.85263
9598	3.24569	-7.27275	1760	5.33638e-08	0.852632	38	38	-2.20854	-1.03324	4.75789
9599	2.04303	-8.18353	110	6.55343e-09	0	0	0	0	0	0
9600	5.71769	-8.9033	522029	1.2494e-09	0.947368	111	111	-2.02407	-0.184642	15.9053
9601	3.97611	-7.69134	9464	2.03544e-08	0.915789	19	19	0.692965	-0.874844	6.33684
9602	4.67262	-8.72762	47056	1.87232e-09	0.9	22	22	-0.202314	0.464391	5.87368
9603	5.63815	-7.86094	434658	1.3774e-08	1	1264	1264	0.575924	0.533651	405.247
9604	4.96478	-8.52782	92211	2.96606e-09	0.873684	17	17	-0.679717	-1.71364	3.92105
9605	3.69702	-8.41459	4977	3.84958e-09	0	0	0	0	0	0
9606	3.15286	-7.7757	1421	1.67609e-08	0.689474	4	4	1.44298	2.65002	1.68947
9607	2.93917	-6.44437	869	3.59446e-07	0.968421	90	90	1.28152	2.27879	33.3
9608	4.43469	-6.29087	27207	5.11829e-07	1	1069	1069	-1.39315	-0.404304	201.116
9609	4.67689	-7.7873	47521	1.63193e-08	0.926316	125	125	1.06842	4.71715	44.3579
9610	4.62794	-8.59652	42456	2.53208e-09	0.773684	11	11	0.757915	1.63549	3.76316
9611	2.99687	-8.65174	992	2.22978e-09	0.336842	1	1	0.351953	0.720808	0.336842
9612	4.90704	-6.97041	80731	1.0705e-07	1	768	768	-0.34495	-0.422704	198.637
9613	2.19602	-8.81756	157	1.52209e-09	0	0	0	0	0	0
9614	2.50894	-6.46524	322	3.42582e-07	0.878947	11	11	-0.741148	-2.49431	2.45263
9615	4.79641	-8.46707	62576	3.41134e-09	0.952632	55	55	1.27454	1.46108	20.3947
9616	4.42596	-6.29489	26665	5.07115e-07	0.989474	1726	1726	0.475007	5.42207	541.626
9617	3.32794	-8.08492	2127	8.224e-09	0.736842	5	5	-0.351674	-0.551154	1.24737
9618	4.80246	-8.59303	63454	2.55254e-09	0.821053	29	29	1.36209	3.96485	11.0211
9619	2.62456	-8.69425	421	2.02183e-09	0	0	0	0	0	0
9620	3.21763	-6.86926	1650	1.35126e-07	0.9	24	24	-0.628359	-0.450359	5.66316
9621	5.41321	-7.34346	258949	4.53458e-08	0.994737	1247	1247	-0.164926	2.19329	337.658
9622	3.64177	-7.30652	4383	4.93714e-08	0.968421	33	33	-0.391125	-3.58711	8.37895
9623	3.97062	-8.63399	9345	2.32277e-09	0.631579	6	6	-0.766944	-0.47701	1.28421
9624	4.83677	-7.66712	68670	2.1522e-08	0.994737	176	176	-1.49596	-3.05061	31.7105
9625	5.25868	-8.24817	181417	5.6471e-09	0.973684	97	97	-1.02652	-1.06446	20.5053
9626	3.79406	-8.50249	6223	3.14417e-09	0.721053	3	3	0.504269	0.00330665	1.00526
9627	4.29221	-6.74465	19597	1.8003e-07	0.984211	492	492	0.636796	3.86746	159.811
9628	3.70298	-7.22303	5046	5.98376e-08	0.910526	47	47	0.770051	2.33323	15.7895
9629	2.41693	-7.91062	261	1.22851e-08	0.336842	2	2	0.457275	1.98499	0.673684
9630	3.56071	-6.67836	3636	2.09719e-07	0.989474	89	89	-0.984702	-3.59059	19.0579
9631	2.89419	-7.08216	783	8.27643e-08	0.778947	7	7	-0.612934	-0.882486	1.60526
9632	5.41194	-6.85797	258189	1.38685e-07	1	2033	2033	-0.469334	0.807858	508.905
9633	3.36734	-6.79189	2329	1.61477e-07	0.963158	49	49	0.491528	-1.1014	15.5
9634	5.99062	-6.9891	978642	1.02543e-07	1	11178	11178	0.556056	2.90791	3568.16
9635	3.43689	-7.53999	2734	2.88411e-08	0.642105	7	7	-1.67415	-3.66906	0.968421
9636	2.7754	-8.32521	596	4.72919e-09	0	0	0	0	0	0
9637	4.35826	-7.78087	22816	1.65627e-08	0.957895	49	49	-0.372646	-1.85966	12.5316
9638	4.74391	-8.74986	55451	1.77887e-09	0.9	20	20	0.407595	-0.130311	6.24211
9639	4.17214	-6.07506	14864	8.41275e-07	1	1640	1640	-0.519352	0.532901	405
9640	3.00314	-7.62996	1007	2.34444e-08	0.431579	3	3	-0.908747	-1.31961	0.557895
9641	5.82632	-6.70767	670381	1.96031e-07	1	11202	11202	-0.405813	2.67768	2852.21
9642	3.81897	-6.22433	6591	5.96584e-07	1	645	645	-0.914068	-0.954133	142.084
9643	5.81638	-6.09838	655209	7.97304e-07	1	19635	19635	3.6033	3.40282e+38	10285.6
